,DAY_OF_WEEK,CARRIER_CODE,DEST,DEP_DELAY,SCHEDULED_DURATION,DISTANCE,SCHEDULED_DEPARTURE,ACTUAL_DEPATURE,SCHEDULED_ARRIVAL,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,FLT_SCH_DEPATURE,FLT_SCH_ARRIVAL,TAXI_OUT,SPEED,Region,FLIGHT_TRAFFIC
15,5,DL,SFO,EARLY,6.516666666666667,4161.75324,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,L,638.632210741688,West,Medium
16,5,DL,SLC,EARLY,5.35,3202.5866,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,H,598.6143177570094,West,Medium
17,5,DL,BOS,EARLY,1.3666666666666667,300.94658,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,L,220.20481463414632,North East,Medium
19,5,B6,SAV,EARLY,2.3833333333333333,1155.50612,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,L,484.82774265734264,South,Medium
21,5,B6,ATL,ONTIME,2.566666666666667,1223.0984,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,L,476.53184415584417,South,Medium
22,5,DL,MSP,EARLY,3.1166666666666667,1656.01086,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,H,531.3403828877006,Mid West,Medium
23,5,B6,LAX,EARLY,6.316666666666666,3983.1165,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,17,21,L,630.5725329815303,West,Medium
25,5,DL,SEA,EARLY,6.216666666666667,3897.82148,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,H,626.9954123324396,West,High
26,5,AA,MIA,DELAYED,3.066666666666667,1752.57126,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,H,571.4906282608695,South,High
27,5,AS,SEA,EARLY,6.333333333333333,3897.82148,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,L,615.4454968421053,West,High
28,5,AS,PDX,EARLY,6.25,3949.32036,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,L,631.8912576,West,High
29,5,B6,TPA,EARLY,3.0,1617.3867,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,L,539.1289,South,High
30,5,B6,BTV,DELAYED,1.25,428.08444,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,L,342.46755199999996,North East,High
31,5,B6,ORD,EARLY,2.716666666666667,1190.9116,Morning,Morning,Morning,47,33,59,W,24,29,30.0,Fair / Windy,30,26,L,438.3723680981595,Mid West,High
32,5,AA,LAX,EARLY,6.266666666666667,3983.1165,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,L,635.6036968085107,West,High
33,5,AA,ORD,EARLY,2.7666666666666666,1190.9116,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,L,430.4499759036144,Mid West,High
34,5,DL,IAH,EARLY,4.216666666666667,2280.43478,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,H,540.8145723320158,South,High
35,5,DL,DEN,EARLY,4.516666666666667,2616.78684,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,L,579.3624000000001,West,High
36,5,B6,RSW,DELAYED,3.216666666666667,1728.43116,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,L,537.3361119170985,South,High
37,5,B6,LAX,EARLY,6.266666666666667,3983.1165,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,L,635.6036968085107,West,High
38,5,MQ,ORF,EARLY,1.4666666666666666,466.7086,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,30,26,H,318.2104090909091,Mid West,High
39,5,9E,JAX,EARLY,2.6,1332.53352,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,512.5128923076923,South,High
40,5,B6,MCO,ONTIME,2.933333333333333,1519.21696,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,517.9148727272727,South,High
41,5,DL,MIA,EARLY,3.0166666666666666,1752.57126,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,580.9628486187845,South,High
42,5,DL,MSY,EARLY,3.15,1902.23988,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,603.8856761904763,South,High
43,5,AA,CLT,EARLY,2.2666666666666666,870.65294,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,384.1115911764706,South,High
44,5,DL,MCO,EARLY,2.8333333333333335,1519.21696,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,536.1942211764706,South,High
45,5,9E,BNA,EARLY,2.65,1231.1451,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,464.58305660377357,South,High
46,5,9E,RDU,EARLY,1.85,687.18818,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,371.45307027027025,West,High
47,5,DL,SFO,EARLY,6.666666666666667,4161.75324,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,624.262986,West,High
48,5,B6,FLL,DELAYED,3.1166666666666667,1720.38446,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,551.9950139037433,South,High
51,5,DL,SJC,EARLY,6.466666666666667,4134.39446,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,639.3393494845361,West,High
52,5,DL,TPA,DELAYED,2.8833333333333333,1617.3867,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,560.9433641618497,South,High
53,5,B6,RDU,DELAYED,1.7333333333333334,687.18818,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,396.45471923076923,West,High
54,5,B6,ROC,DELAYED,1.4,424.86576,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,303.4755428571429,North East,High
55,5,B6,SLC,EARLY,5.35,3202.5866,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,598.6143177570094,West,High
56,5,AA,MIA,DELAYED,3.2333333333333334,1752.57126,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,542.0323484536082,South,High
57,5,DL,FLL,DELAYED,2.9,1720.38446,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,593.2360206896552,South,High
58,5,AA,DFW,ONTIME,3.9833333333333334,2238.59194,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,561.9896083682007,Mid West,High
59,5,B6,SAN,DELAYED,6.266666666666667,3936.44564,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,628.1562191489362,West,High
60,5,B6,LAX,EARLY,6.316666666666666,3983.1165,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,H,630.5725329815303,West,High
61,5,DL,ATL,DELAYED,2.433333333333333,1223.0984,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,502.64317808219187,South,High
64,5,B6,BUF,DELAYED,1.4,484.41134,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,346.0081,North East,High
65,5,B6,SEA,EARLY,6.366666666666666,3897.82148,Morning,Morning,Noon,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,612.2232691099478,West,High
66,5,DL,CHS,EARLY,2.35,1023.54024,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,435.54903829787236,South,High
67,5,B6,MSY,DELAYED,3.4,1902.23988,Morning,Morning,Morning,50,33,52,W,21,30,30.0,Fair / Windy,46,19,L,559.4823176470588,South,High
90,5,B6,FLL,DELAYED,3.1333333333333333,1720.38446,Morning,Morning,Noon,54,32,43,W,21,33,30.05,Fair / Windy,30,18,L,549.058870212766,South,Medium
91,5,B6,BUF,EARLY,1.4166666666666667,484.41134,Morning,Morning,Morning,54,32,43,W,21,33,30.05,Fair / Windy,30,18,L,341.93741647058823,North East,Medium
93,5,B6,PBI,EARLY,3.0,1654.40152,Morning,Morning,Noon,54,32,43,W,21,33,30.05,Fair / Windy,16,19,L,551.4671733333333,South,Medium
94,5,B6,LAX,EARLY,6.266666666666667,3983.1165,Morning,Morning,Noon,54,32,43,W,21,33,30.05,Fair / Windy,16,19,L,635.6036968085107,West,Medium
96,5,DL,LAS,EARLY,5.716666666666667,3617.79632,Morning,Morning,Noon,54,32,43,W,21,33,30.05,Fair / Windy,16,19,L,632.8506682215743,West,Medium
98,5,MQ,CLE,EARLY,1.8,683.9695,Morning,Morning,Noon,54,32,43,W,21,33,30.05,Fair / Windy,16,19,L,379.98305555555555,Mid West,Medium
99,5,9E,BOS,EARLY,1.3666666666666667,300.94658,Morning,Morning,Morning,54,32,43,W,21,33,30.05,Fair / Windy,16,19,L,220.20481463414632,North East,Medium
176,5,DL,SLC,EARLY,5.4,3202.5866,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,25,32,L,593.0715925925925,West,High
177,5,AA,ORD,EARLY,2.95,1190.9116,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,25,32,L,403.69884745762704,Mid West,High
178,5,OO,ORD,ONTIME,2.8833333333333333,1190.9116,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,25,32,H,413.0329248554913,Mid West,High
179,5,DL,MSY,ONTIME,3.3666666666666667,1902.23988,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,565.0217465346535,South,High
180,5,AA,LAS,DELAYED,5.9,3617.79632,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,613.1858169491525,West,High
182,5,B6,LAX,DELAYED,6.35,3983.1165,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,627.262440944882,West,High
183,5,AA,SFO,EARLY,6.666666666666667,4161.75324,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,624.262986,West,High
184,5,MQ,CVG,EARLY,2.2666666666666666,947.90126,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,418.1917323529412,Mid West,High
185,5,B6,MCO,DELAYED,2.933333333333333,1519.21696,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,517.9148727272727,South,High
186,5,B6,ORD,DELAYED,2.8833333333333333,1190.9116,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,413.0329248554913,Mid West,High
188,5,MQ,RDU,DELAYED,1.85,687.18818,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,H,371.45307027027025,West,High
189,5,B6,FLL,EARLY,3.1166666666666667,1720.38446,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,551.9950139037433,South,High
191,5,9E,BUF,EARLY,1.7333333333333334,484.41134,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,279.46808076923077,North East,High
192,5,AA,PHX,DELAYED,5.666666666666667,3464.90902,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,611.4545329411765,West,High
193,5,DL,SFO,DELAYED,6.7,4161.75324,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,621.1572,West,High
195,5,B6,RSW,EARLY,3.2,1728.43116,Noon,Noon,Night,53,31,43,W,15,0,30.14,Fair,24,34,L,540.1347375,South,High
196,5,B6,BUR,DELAYED,6.283333333333333,3967.0231,Noon,Noon,Evening,53,31,43,W,15,0,30.14,Fair,24,34,L,631.3564615384615,West,High
197,5,AS,LAX,EARLY,6.5,3983.1165,Noon,Noon,Night,52,30,43,N,16,0,30.17,Fair,24,34,L,612.7871538461538,West,High
199,5,AA,LAX,EARLY,6.416666666666667,3983.1165,Noon,Noon,Night,52,30,43,N,16,0,30.17,Fair,24,34,L,620.7454285714285,West,High
200,5,DL,ATL,EARLY,2.566666666666667,1223.0984,Noon,Noon,Evening,52,30,43,N,16,0,30.17,Fair,24,34,L,476.53184415584417,South,High
203,5,AA,CLT,DELAYED,2.183333333333333,870.65294,Noon,Evening,Evening,52,30,43,N,16,0,30.17,Fair,26,30,L,398.7723389312977,South,High
204,5,9E,DTW,EARLY,2.25,819.15406,Evening,Evening,Evening,52,30,43,N,16,0,30.17,Fair,26,30,L,364.0684711111111,South,High
205,5,B6,RDU,DELAYED,1.75,687.18818,Evening,Evening,Evening,52,30,43,N,16,0,30.17,Fair,26,30,L,392.67896,West,High
206,5,B6,LGB,EARLY,6.2,3967.0231,Evening,Evening,Night,52,30,43,N,16,0,30.17,Fair,26,30,L,639.842435483871,West,High
207,5,B6,LAX,DELAYED,6.233333333333333,3983.1165,Evening,Evening,Night,52,30,43,N,16,0,30.17,Fair,26,30,L,639.0026470588235,West,High
208,5,9E,RDU,EARLY,2.0166666666666666,687.18818,Evening,Evening,Evening,52,30,43,N,16,0,30.17,Fair,26,30,L,340.7544694214876,West,High
210,5,B6,SEA,EARLY,6.366666666666666,3897.82148,Evening,Evening,Night,52,30,43,N,16,0,30.17,Fair,26,30,L,612.2232691099478,West,High
211,5,DL,PHX,EARLY,5.566666666666666,3464.90902,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,26,30,L,622.4387461077845,West,High
212,5,AA,SFO,DELAYED,6.666666666666667,4161.75324,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,26,30,L,624.262986,West,High
213,5,DL,PDX,EARLY,6.433333333333334,3949.32036,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,26,30,L,613.8839937823834,West,High
214,5,B6,SJC,DELAYED,6.533333333333333,4134.39446,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,632.8154785714287,West,High
215,5,B6,ONT,DELAYED,6.166666666666667,3909.08686,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,633.9059772972972,West,High
216,5,OO,BNA,EARLY,2.6666666666666665,1231.1451,Evening,Evening,Evening,50,29,44,N,17,0,30.2,Fair,34,35,L,461.6794125,South,High
217,5,DL,DFW,EARLY,4.116666666666666,2238.59194,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,543.7875157894737,Mid West,High
218,5,DL,SAT,EARLY,4.133333333333334,2554.02258,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,617.9086887096773,South,High
219,5,B6,PSP,EARLY,6.033333333333333,3827.01052,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,634.3111359116022,West,High
220,5,AA,SAT,EARLY,4.333333333333333,2554.02258,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,589.3898261538461,South,High
221,5,DL,SEA,EARLY,6.5,3897.82148,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,H,599.664843076923,West,High
222,5,B6,TPA,DELAYED,3.05,1617.3867,Noon,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,530.2907213114754,South,High
223,5,B6,BUF,EARLY,1.5,484.41134,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,322.94089333333335,North East,High
224,5,AS,SEA,EARLY,6.416666666666667,3897.82148,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,H,607.4526981818182,West,High
226,5,DL,AUS,EARLY,4.183333333333334,2447.80614,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,585.1329418326693,South,High
227,5,DL,ATL,DELAYED,2.566666666666667,1223.0984,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,476.53184415584417,South,High
228,5,9E,CVG,EARLY,2.4,947.90126,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,394.95885833333335,Mid West,High
229,5,B6,OAK,EARLY,6.533333333333333,4145.65984,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,34,35,L,634.5397714285715,West,High
230,5,AA,CLT,DELAYED,2.283333333333333,870.65294,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,40,24,L,381.3078569343066,South,High
231,5,B6,MCO,DELAYED,2.933333333333333,1519.21696,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,40,24,L,517.9148727272727,South,High
232,5,DL,MCO,EARLY,3.1,1519.21696,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,40,24,L,490.0699870967742,South,High
233,5,MQ,ORF,EARLY,1.5333333333333334,466.7086,Evening,Evening,Night,50,29,44,N,17,0,30.2,Fair,40,24,H,304.37517391304345,Mid West,High
234,5,AA,LAX,DELAYED,6.45,3983.1165,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,617.5374418604652,West,High
235,5,B6,FLL,DELAYED,3.1333333333333333,1720.38446,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,549.058870212766,South,High
236,5,DL,TPA,EARLY,3.1,1617.3867,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,521.7376451612903,South,High
237,5,DL,LAX,EARLY,6.5,3983.1165,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,612.7871538461538,West,High
238,5,DL,SAN,EARLY,6.2,3936.44564,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,634.9105870967742,West,High
239,5,DL,MIA,EARLY,3.2,1752.57126,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,547.67851875,South,High
240,5,9E,CLE,EARLY,2.283333333333333,683.9695,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,299.5486861313869,Mid West,High
241,5,DL,MSP,ONTIME,3.3666666666666667,1656.01086,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,491.8844138613862,Mid West,High
243,5,B6,LAS,EARLY,5.883333333333334,3617.79632,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,614.9228872521246,West,High
244,5,B6,SLC,EARLY,5.45,3202.5866,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,587.6305688073395,West,High
245,5,DL,CLT,EARLY,2.6,870.65294,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,334.86651538461535,South,High
246,5,DL,DEN,EARLY,4.633333333333334,2616.78684,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,564.7741381294964,West,High
247,5,9E,JAX,EARLY,2.9,1332.53352,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,459.4943172413793,South,High
248,5,MQ,BNA,EARLY,2.7333333333333334,1231.1451,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,L,450.4189390243902,South,High
249,5,B6,ABQ,EARLY,5.116666666666666,2938.65484,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,574.3299361563519,West,High
250,5,DL,SFO,EARLY,6.716666666666667,4161.75324,Night,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,619.6158669975187,West,High
251,5,OO,ORD,ONTIME,3.066666666666667,1190.9116,Evening,Evening,Night,49,30,48,N,12,0,30.21,Fair,40,24,H,388.3407391304347,Mid West,High
253,5,AS,LAX,EARLY,6.5,3983.1165,Night,Evening,Night,49,30,48,N,12,0,30.21,Fair,25,35,H,612.7871538461538,West,High
255,5,AA,LAX,DELAYED,6.466666666666667,3983.1165,Evening,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,H,615.9458505154639,West,High
256,5,YX,CMH,EARLY,2.066666666666667,777.31122,Night,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,376.1183322580645,Mid West,High
257,5,AA,LAX,DELAYED,6.416666666666667,3983.1165,Night,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,620.7454285714285,West,High
258,5,B6,JAX,DELAYED,2.6166666666666667,1332.53352,Night,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,509.2484789808917,South,High
259,5,9E,RDU,EARLY,2.0166666666666666,687.18818,Night,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,340.7544694214876,West,High
260,5,B6,SYR,DELAYED,1.2666666666666666,336.35206,Evening,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,265.54110000000003,North East,High
261,5,B6,PBI,EARLY,3.05,1654.40152,Night,Night,Night,49,30,48,N,12,0,30.21,Fair,25,35,L,542.4267278688525,South,High
262,5,AA,MIA,DELAYED,3.283333333333333,1752.57126,Evening,Night,Night,47,30,52,N,15,0,30.23,Fair,25,35,L,533.7780487309644,South,High
263,5,9E,PIT,EARLY,1.9,547.1756,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,25,35,L,287.98715789473687,North East,High
264,5,B6,DEN,DELAYED,4.583333333333333,2616.78684,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,25,35,L,570.9353105454546,West,High
266,5,B6,PHX,DELAYED,5.716666666666667,3464.90902,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,606.1065341107872,West,High
267,5,DL,DCA,ONTIME,1.4833333333333334,342.78942,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,231.09399101123594,West,High
268,5,DL,LAS,DELAYED,5.85,3617.79632,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,618.4267213675214,West,High
269,5,B6,PDX,ONTIME,6.35,3949.32036,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,621.9402141732284,West,High
270,5,AA,SFO,EARLY,6.65,4161.75324,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,625.827554887218,West,High
271,5,DL,ATL,EARLY,2.6333333333333333,1223.0984,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,464.46774683544305,South,High
272,5,AA,PHX,EARLY,5.616666666666666,3464.90902,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,616.8977483679525,West,High
273,5,MQ,RDU,EARLY,1.85,687.18818,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,H,371.45307027027025,West,High
274,5,B6,LAX,DELAYED,6.266666666666667,3983.1165,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,635.6036968085107,West,High
275,5,AA,AUS,EARLY,4.2,2447.80614,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,582.8109857142857,South,High
276,5,9E,SYR,EARLY,1.5,336.35206,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,224.23470666666665,North East,High
277,5,9E,IAD,EARLY,1.5666666666666667,366.92952,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,234.21033191489363,West,High
278,5,B6,LAS,EARLY,5.783333333333333,3617.79632,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,625.5555596541786,West,High
280,5,9E,BUF,EARLY,1.85,484.41134,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,261.8439675675676,North East,High
281,5,B6,AUS,EARLY,4.2,2447.80614,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,582.8109857142857,South,High
282,5,B6,LAX,DELAYED,6.45,3983.1165,Evening,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,617.5374418604652,West,High
283,5,9E,ROC,EARLY,1.5666666666666667,424.86576,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,271.1909106382979,North East,High
284,5,B6,TPA,EARLY,2.9833333333333334,1617.3867,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,542.1407932960893,South,High
285,5,9E,ORF,DELAYED,1.65,466.7086,Night,Night,Night,47,30,52,N,15,0,30.23,Fair,34,27,L,282.85369696969695,Mid West,High
286,5,B6,SFO,EARLY,6.5,4161.75324,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,640.2697292307693,West,High
287,5,B6,RSW,EARLY,3.183333333333333,1728.43116,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,542.9626680628273,South,High
288,5,AA,LAX,DELAYED,6.416666666666667,3983.1165,Night,Night,Midnight,47,30,52,N,15,0,30.23,Fair,34,27,L,620.7454285714285,West,High
289,5,9E,PWM,EARLY,1.45,439.34982,Night,Night,Night,45,30,56,N,9,0,30.23,Fair,21,30,H,302.999875862069,West,Medium
290,5,9E,BTV,EARLY,1.55,428.08444,Night,Night,Night,45,30,56,N,9,0,30.23,Fair,21,30,L,276.18350967741935,North East,Medium
291,5,B6,MCO,DELAYED,2.8,1519.21696,Night,Night,Midnight,45,30,56,N,9,0,30.23,Fair,21,30,L,542.5774857142858,South,Medium
292,5,B6,BUF,EARLY,1.3833333333333333,484.41134,Night,Night,Midnight,45,30,56,N,9,0,30.23,Fair,21,30,L,350.1768722891566,North East,Medium
293,5,B6,LAX,DELAYED,6.233333333333333,3983.1165,Night,Night,Midnight,45,30,56,N,9,0,30.23,Fair,21,30,L,639.0026470588235,West,Medium
295,5,AA,BOS,EARLY,1.3666666666666667,300.94658,Night,Night,Midnight,44,29,55,N,12,0,30.24,Fair,21,30,L,220.20481463414632,North East,Medium
296,5,B6,ROC,EARLY,1.3,424.86576,Night,Night,Midnight,44,29,55,N,12,0,30.24,Fair,21,30,L,326.81981538461537,North East,Medium
306,6,AA,LAX,ONTIME,6.216666666666667,3983.1165,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,640.7157908847184,West,Medium
307,6,AA,CLT,EARLY,2.066666666666667,870.65294,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,421.2836806451612,South,Medium
308,6,AA,PHX,EARLY,5.6,3464.90902,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,618.7337535714286,West,Medium
309,6,AA,DFW,EARLY,3.8666666666666667,2238.59194,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,578.9461913793103,Mid West,Medium
310,6,B6,MSY,ONTIME,3.4,1902.23988,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,559.4823176470588,South,Medium
311,6,B6,SAV,EARLY,2.3833333333333333,1155.50612,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,484.82774265734264,South,Medium
312,6,DL,BOS,EARLY,1.3333333333333333,300.94658,Morning,Morning,Morning,38,32,79,N,5,0,30.25,Fair,15,17,L,225.709935,North East,Medium
313,6,B6,ATL,EARLY,2.566666666666667,1223.0984,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,15,17,L,476.53184415584417,South,Medium
317,6,DL,SLC,EARLY,5.316666666666666,3202.5866,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,15,17,H,602.3673855799374,West,Medium
318,6,DL,SEA,EARLY,6.166666666666667,3897.82148,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,15,17,L,632.0791589189189,West,Medium
319,6,B6,ROC,EARLY,1.4,424.86576,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,27,21,H,303.4755428571429,North East,Medium
320,6,AS,SEA,EARLY,6.333333333333333,3897.82148,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,27,21,H,615.4454968421053,West,Medium
322,6,B6,LAX,EARLY,6.316666666666666,3983.1165,Morning,Morning,Morning,44,34,68,N,6,0,30.26,Fair,27,21,H,630.5725329815303,West,Medium
