,DAY_OF_WEEK,CARRIER_CODE,DEST,DEP_DELAY,SCHEDULED_DURATION,DISTANCE,SCHEDULED_DEPARTURE,ACTUAL_DEPATURE,SCHEDULED_ARRIVAL,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Condition,FLT_SCH_DEPATURE,FLT_SCH_ARRIVAL,TAXI_OUT,SPEED,Region,FLIGHT_TRAFFIC
4495,4,B6,OAK,EARLY,6.533333333333333,4145.65984,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,41,33,L,634.5397714285715,West,High
4496,4,B6,SYR,EARLY,1.2666666666666666,336.35206,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,41,33,L,265.54110000000003,North East,High
4497,4,DL,ATL,DELAYED,2.6166666666666667,1223.0984,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,40,28,L,467.4261401273886,South,High
4498,4,9E,CVG,DELAYED,2.3333333333333335,947.90126,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,40,28,L,406.24339714285713,Mid West,High
4501,4,MQ,ORF,EARLY,1.5666666666666667,466.7086,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,40,28,L,297.89910638297874,Mid West,High
4502,4,DL,MIA,EARLY,3.2333333333333334,1752.57126,Evening,Evening,Night,44,28,53,S,10,0,30.31,Mostly Cloudy,40,28,L,542.0323484536082,South,High
4503,4,DL,LAX,EARLY,6.45,3983.1165,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,617.5374418604652,West,High
4504,4,DL,DTW,EARLY,2.216666666666667,819.15406,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,369.543184962406,South,High
4506,4,DL,MSY,EARLY,3.4833333333333334,1902.23988,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,546.0975732057417,South,High
4507,4,DL,SLC,ONTIME,5.483333333333333,3202.5866,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,H,584.0583465045593,West,High
4508,4,DL,TPA,DELAYED,2.9833333333333334,1617.3867,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,542.1407932960893,South,High
4509,4,DL,MCO,EARLY,2.95,1519.21696,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,514.9888,South,High
4510,4,9E,CLE,EARLY,2.0833333333333335,683.9695,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,H,328.30536,Mid West,High
4511,4,DL,MSP,EARLY,3.2666666666666666,1656.01086,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,506.94210000000004,Mid West,High
4512,4,B6,RNO,EARLY,6.15,3880.11874,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,630.9136162601626,West,High
4513,4,B6,LAS,EARLY,5.883333333333334,3617.79632,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,614.9228872521246,West,High
4514,4,DL,CLT,EARLY,2.533333333333333,870.65294,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,343.67879210526314,South,High
4515,4,B6,PHX,DELAYED,5.616666666666666,3464.90902,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,H,616.8977483679525,West,High
4516,4,DL,DEN,EARLY,4.816666666666666,2616.78684,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,543.2775446366783,West,High
4517,4,B6,SLC,ONTIME,5.45,3202.5866,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,587.6305688073395,West,High
4518,4,DL,FLL,DELAYED,3.283333333333333,1720.38446,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,523.9749624365483,South,High
4519,4,B6,LAX,DELAYED,6.45,3983.1165,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,617.5374418604652,West,High
4520,4,B6,ABQ,EARLY,5.116666666666666,2938.65484,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,574.3299361563519,West,High
4521,4,MQ,BNA,EARLY,2.75,1231.1451,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,447.68912727272726,South,High
4522,4,9E,JAX,EARLY,2.85,1332.53352,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,467.5556210526315,South,High
4523,4,AA,LAX,EARLY,6.566666666666666,3983.1165,Evening,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,606.5659644670051,West,High
4524,4,B6,FLL,EARLY,3.3,1720.38446,Night,Evening,Night,44,29,55,S,14,0,30.31,Mostly Cloudy,40,28,L,521.3286242424242,South,High
4536,4,9E,PIT,EARLY,1.9333333333333333,547.1756,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,H,283.0218620689655,North East,High
4537,4,B6,PDX,EARLY,6.35,3949.32036,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,621.9402141732284,West,High
4539,4,DL,ATL,DELAYED,2.6,1223.0984,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,470.42246153846156,South,High
4540,4,B6,JAX,DELAYED,2.6166666666666667,1332.53352,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,H,509.2484789808917,South,High
4541,4,MQ,RDU,EARLY,1.9,687.18818,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,H,361.67798947368425,West,High
4542,4,AA,PHX,EARLY,5.8,3464.90902,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,597.3981068965518,West,High
4543,4,DL,SAN,DELAYED,6.383333333333334,3936.44564,Evening,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,H,616.6755571801566,West,High
4544,4,B6,PSP,DELAYED,6.033333333333333,3827.01052,Evening,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,634.3111359116022,West,High
4545,4,9E,IAD,EARLY,1.45,366.92952,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,253.05484137931037,West,High
4546,4,B6,LAX,DELAYED,6.266666666666667,3983.1165,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,635.6036968085107,West,High
4547,4,DL,LAX,EARLY,6.35,3983.1165,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,627.262440944882,West,High
4548,4,B6,LAS,DELAYED,5.783333333333333,3617.79632,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,625.5555596541786,West,High
4551,4,B6,TPA,EARLY,2.9833333333333334,1617.3867,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,542.1407932960893,South,High
4552,4,AA,LAX,DELAYED,6.4,3983.1165,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,622.361953125,West,High
4553,4,AA,AUS,DELAYED,4.4,2447.80614,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,556.3195772727273,South,High
4554,4,9E,BTV,EARLY,1.3833333333333333,428.08444,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,309.4586313253012,North East,High
4555,4,9E,ORF,DELAYED,1.6166666666666667,466.7086,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,288.68573195876286,Mid West,High
4556,4,B6,AUS,DELAYED,4.2,2447.80614,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,582.8109857142857,South,High
4557,4,B6,RSW,EARLY,3.183333333333333,1728.43116,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,542.9626680628273,South,High
4558,4,9E,ROC,EARLY,1.5666666666666667,424.86576,Night,Night,Night,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,H,271.1909106382979,North East,High
4559,4,B6,SFO,ONTIME,6.5,4161.75324,Night,Night,Midnight,43,31,62,W,14,0,30.31,Mostly Cloudy,33,35,L,640.2697292307693,West,High
4561,4,9E,SYR,EARLY,1.3833333333333333,336.35206,Night,Night,Night,42,30,62,W,15,0,30.31,Mostly Cloudy,33,35,L,243.1460674698795,North East,High
4562,4,OO,BUF,EARLY,1.6833333333333333,484.41134,Night,Night,Night,42,30,62,W,15,0,30.31,Mostly Cloudy,24,31,L,287.7691128712871,North East,Medium
4563,4,B6,MCO,DELAYED,2.8,1519.21696,Night,Night,Midnight,42,30,62,W,15,0,30.31,Mostly Cloudy,24,31,L,542.5774857142858,South,Medium
4564,4,9E,PWM,DELAYED,1.3833333333333333,439.34982,Night,Night,Night,42,30,62,W,15,0,30.31,Mostly Cloudy,24,31,L,317.6022795180723,West,Medium
4565,4,B6,LAX,EARLY,6.233333333333333,3983.1165,Night,Night,Midnight,42,30,62,W,15,0,30.31,Mostly Cloudy,24,31,L,639.0026470588235,West,Medium
4567,4,B6,ROC,EARLY,1.3,424.86576,Night,Night,Midnight,42,27,55,W,13,0,30.31,Mostly Cloudy,24,31,H,326.81981538461537,North East,Medium
4568,4,B6,BUF,EARLY,1.3833333333333333,484.41134,Night,Night,Midnight,42,27,55,W,13,0,30.31,Mostly Cloudy,24,31,L,350.1768722891566,North East,Medium
4569,4,AA,BOS,EARLY,1.2666666666666666,300.94658,Night,Night,Midnight,42,27,55,W,13,0,30.31,Mostly Cloudy,24,31,H,237.5894052631579,North East,Medium
4585,5,DL,ATL,DELAYED,2.3333333333333335,1223.0984,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,524.1850285714286,South,Medium
4586,5,B6,LAS,EARLY,5.716666666666667,3617.79632,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,632.8506682215743,West,Medium
4587,5,AA,CLT,EARLY,2.2333333333333334,870.65294,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,389.84459999999996,South,Medium
4588,5,AA,DCA,EARLY,1.4666666666666666,342.78942,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,233.7200590909091,West,Medium
4589,5,B6,MSY,EARLY,3.4,1902.23988,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,559.4823176470588,South,Medium
4590,5,AA,MIA,DELAYED,3.2333333333333334,1752.57126,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,L,542.0323484536082,South,Medium
4591,5,AA,DFW,EARLY,4.2,2238.59194,Morning,Morning,Morning,38,29,70,W,7,0,30.25,Mostly Cloudy,17,19,H,532.9980809523809,Mid West,Medium
4594,5,DL,MSP,EARLY,3.2333333333333334,1656.01086,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,H,512.1683072164949,Mid West,Medium
4595,5,DL,LAX,EARLY,6.25,3983.1165,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,H,637.29864,West,Medium
4597,5,DL,BOS,EARLY,1.3333333333333333,300.94658,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,225.709935,North East,Medium
4598,5,AA,SFO,EARLY,6.683333333333334,4161.75324,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,622.7062204488777,West,Medium
4599,5,AS,PDX,EARLY,6.416666666666667,3949.32036,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,H,615.4784976623376,West,Medium
4600,5,B6,ATL,EARLY,2.566666666666667,1223.0984,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,476.53184415584417,South,Medium
4601,5,B6,ROC,EARLY,1.3666666666666667,424.86576,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,310.8773853658537,North East,Medium
4602,5,DL,SLC,EARLY,5.466666666666667,3202.5866,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,585.839012195122,West,Medium
4603,5,B6,LAX,EARLY,6.316666666666666,3983.1165,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,H,630.5725329815303,West,Medium
4604,5,DL,SFO,EARLY,6.616666666666666,4161.75324,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,628.9803385390428,West,Medium
4605,5,OO,ORD,EARLY,2.9,1190.9116,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,410.6591724137931,Mid West,Medium
4606,5,B6,SAV,ONTIME,2.3833333333333333,1155.50612,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,17,19,L,484.82774265734264,South,Medium
4608,5,DL,SEA,DELAYED,6.35,3897.82148,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,H,613.8301543307088,West,High
4609,5,AA,MIA,DELAYED,3.2333333333333334,1752.57126,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,542.0323484536082,South,High
4610,5,B6,TPA,EARLY,3.0,1617.3867,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,539.1289,South,High
4611,5,AS,LAX,EARLY,6.5,3983.1165,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,H,612.7871538461538,West,High
4612,5,AS,SEA,EARLY,6.45,3897.82148,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,H,604.313407751938,West,High
4613,5,B6,JAX,EARLY,2.55,1332.53352,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,522.5621647058824,South,High
4614,5,B6,RSW,EARLY,3.216666666666667,1728.43116,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,537.3361119170985,South,High
4615,5,9E,PIT,EARLY,1.7666666666666666,547.1756,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,H,309.7220377358491,North East,High
4616,5,B6,BTV,EARLY,1.25,428.08444,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,342.46755199999996,North East,High
4617,5,B6,ORD,EARLY,2.716666666666667,1190.9116,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,438.3723680981595,Mid West,High
4618,5,AA,ORD,EARLY,2.9,1190.9116,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,410.6591724137931,Mid West,High
4619,5,9E,BUF,EARLY,1.5333333333333334,484.41134,Morning,Morning,Morning,37,27,67,S,8,0,30.27,Partly Cloudy,36,30,L,315.9204391304348,North East,High
4620,5,DL,CLT,EARLY,2.35,870.65294,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,370.4906127659574,South,High
4621,5,B6,LAX,EARLY,6.266666666666667,3983.1165,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,635.6036968085107,West,High
4622,5,DL,MIA,EARLY,3.2,1752.57126,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,H,547.67851875,South,High
4623,5,AA,LAX,EARLY,6.333333333333333,3983.1165,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,628.9131315789474,West,High
4624,5,9E,ROC,EARLY,1.5833333333333333,424.86576,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,268.33626947368424,North East,High
4625,5,MQ,ORF,EARLY,1.4333333333333333,466.7086,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,325.6106511627907,Mid West,High
4626,5,DL,MSY,EARLY,3.4,1902.23988,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,559.4823176470588,South,High
4627,5,B6,MCO,EARLY,2.933333333333333,1519.21696,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,H,517.9148727272727,South,High
4628,5,B6,BUF,EARLY,1.4,484.41134,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,346.0081,North East,High
4629,5,DL,MCO,EARLY,2.933333333333333,1519.21696,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,H,517.9148727272727,South,High
4630,5,DL,PHX,EARLY,5.6,3464.90902,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,H,618.7337535714286,West,High
4631,5,AA,CLT,EARLY,2.3,870.65294,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,378.54475652173915,South,High
4632,5,DL,IAH,EARLY,4.216666666666667,2280.43478,Morning,Morning,Morning,40,27,60,W,8,0,30.26,Partly Cloudy,36,30,L,540.8145723320158,South,High
4662,5,9E,SAV,EARLY,2.4166666666666665,1155.50612,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,478.1404634482759,South,Medium
4663,5,9E,BOS,EARLY,1.3333333333333333,300.94658,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,225.709935,North East,Medium
4664,5,DL,AUS,EARLY,4.283333333333333,2447.80614,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,571.4722505836577,South,Medium
4665,5,AA,LAX,EARLY,6.383333333333334,3983.1165,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,623.9869190600522,West,Medium
4666,5,AS,SEA,EARLY,6.45,3897.82148,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,604.313407751938,West,Medium
4667,5,B6,MCO,EARLY,2.933333333333333,1519.21696,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,517.9148727272727,South,Medium
4668,5,9E,PWM,EARLY,1.2833333333333334,439.34982,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,342.3505090909091,West,Medium
4669,5,9E,DTW,EARLY,2.1333333333333333,819.15406,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,383.978465625,South,Medium
4671,5,DL,SFO,EARLY,6.666666666666667,4161.75324,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,624.262986,West,Medium
4672,5,YX,CMH,EARLY,1.9166666666666667,777.31122,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,405.55368,Mid West,Medium
4673,5,9E,IND,EARLY,2.3666666666666667,1070.2111,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,452.2018732394366,Mid West,Medium
4674,5,9E,ORF,DELAYED,1.4666666666666666,466.7086,Morning,Morning,Morning,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,318.2104090909091,Mid West,Medium
4675,5,DL,LAX,EARLY,6.333333333333333,3983.1165,Morning,Morning,Noon,44,28,53,S,9,0,30.25,Partly Cloudy,34,20,L,628.9131315789474,West,Medium
4676,5,OO,RIC,EARLY,1.6333333333333333,463.48992,Morning,Morning,Morning,48,23,37,W,13,0,30.22,Partly Cloudy,34,20,L,283.7693387755102,South,Medium
4677,5,B6,BUF,EARLY,1.4166666666666667,484.41134,Morning,Morning,Morning,48,23,37,W,13,0,30.22,Partly Cloudy,34,20,L,341.93741647058823,North East,Medium
4678,5,OO,BNA,DELAYED,2.7333333333333334,1231.1451,Morning,Morning,Morning,48,23,37,W,13,0,30.22,Partly Cloudy,34,20,L,450.4189390243902,South,Medium
4679,5,B6,SRQ,DELAYED,3.066666666666667,1675.32294,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,546.3009586956522,South,Medium
4681,5,B6,PBI,EARLY,3.0,1654.40152,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,551.4671733333333,South,Medium
4682,5,B6,LAX,DELAYED,6.266666666666667,3983.1165,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,635.6036968085107,West,Medium
4683,5,9E,BOS,EARLY,1.2666666666666666,300.94658,Morning,Morning,Morning,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,237.5894052631579,North East,Medium
4684,5,B6,SFO,DELAYED,6.616666666666666,4161.75324,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,H,628.9803385390428,West,Medium
4685,5,MQ,CLE,EARLY,1.9333333333333333,683.9695,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,353.7773275862069,Mid West,Medium
4686,5,B6,BUR,EARLY,6.266666666666667,3967.0231,Morning,Morning,Noon,48,23,37,W,13,0,30.22,Partly Cloudy,18,22,L,633.0356010638297,West,Medium
4687,5,AA,PHX,ONTIME,5.766666666666667,3464.90902,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,18,22,L,600.8512751445087,West,Medium
4688,5,B6,FLL,DELAYED,3.1333333333333333,1720.38446,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,18,22,L,549.058870212766,South,Medium
4689,5,DL,LAS,EARLY,5.733333333333333,3617.79632,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,18,22,L,631.0109860465116,West,Medium
4690,5,9E,SYR,EARLY,1.3333333333333333,336.35206,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,18,22,H,252.264045,North East,Medium
4691,5,AA,LAX,EARLY,6.3,3983.1165,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,18,22,L,632.2407142857143,West,Medium
4692,5,YX,DCA,EARLY,1.25,342.78942,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,274.231536,West,Medium
4693,5,DL,MSP,EARLY,3.1166666666666667,1656.01086,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,531.3403828877006,Mid West,Medium
4694,5,DL,SLC,EARLY,5.316666666666666,3202.5866,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,602.3673855799374,West,Medium
4695,5,AA,MIA,DELAYED,3.216666666666667,1752.57126,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,544.8408062176165,South,Medium
4696,5,DL,SEA,EARLY,6.4,3897.82148,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,609.03460625,West,Medium
4698,5,DL,SFO,EARLY,6.6,4161.75324,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,630.5686727272728,West,Medium
4699,5,DL,FLL,EARLY,3.05,1720.38446,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,564.0604786885247,South,Medium
4700,5,DL,MCO,EARLY,2.8333333333333335,1519.21696,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,536.1942211764706,South,Medium
4701,5,B6,MCO,DELAYED,2.9166666666666665,1519.21696,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,520.8743862857143,South,Medium
4702,5,AS,LAX,EARLY,6.5,3983.1165,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,612.7871538461538,West,Medium
4703,5,DL,MIA,ONTIME,3.066666666666667,1752.57126,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,571.4906282608695,South,Medium
4704,5,AA,SFO,DELAYED,6.566666666666666,4161.75324,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,633.7695289340102,West,Medium
4705,5,B6,SFO,DELAYED,6.55,4161.75324,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,635.3821740458015,West,Medium
4706,5,OO,BUF,EARLY,1.55,484.41134,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,312.5234451612903,North East,Medium
4707,5,9E,ORD,DELAYED,2.783333333333333,1190.9116,Morning,Morning,Morning,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,427.87243113772456,Mid West,Medium
4708,5,DL,ATL,EARLY,2.5166666666666666,1223.0984,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,485.99936423841064,South,Medium
4709,5,DL,TPA,EARLY,2.8,1617.3867,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,577.6381071428572,South,Medium
4710,5,DL,LAX,EARLY,6.3,3983.1165,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,L,632.2407142857143,West,Medium
4711,5,YX,DCA,EARLY,1.3333333333333333,342.78942,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,257.09206500000005,West,Medium
4712,5,DL,CLT,EARLY,2.25,870.65294,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,386.9568622222222,South,Medium
4713,5,B6,LAX,EARLY,6.216666666666667,3983.1165,Morning,Morning,Noon,48,27,44,S,12,0,30.19,Partly Cloudy,29,21,H,640.7157908847184,West,Medium
4716,5,B6,PBI,DELAYED,3.0166666666666666,1654.40152,Morning,Morning,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,29,21,H,548.4203933701657,South,Medium
4717,5,B6,ROC,EARLY,1.2833333333333334,424.86576,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,331.06422857142854,North East,Medium
4718,5,AA,CLT,EARLY,2.033333333333333,870.65294,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,428.18997049180325,South,Medium
4720,5,AA,MIA,EARLY,3.2,1752.57126,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,547.67851875,South,Medium
4721,5,AA,LAX,EARLY,6.333333333333333,3983.1165,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,628.9131315789474,West,Medium
4722,5,9E,CLE,DELAYED,1.9333333333333333,683.9695,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,H,353.7773275862069,Mid West,Medium
4723,5,9E,BTV,EARLY,1.3333333333333333,428.08444,Noon,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,321.06333,North East,Medium
4724,5,9E,RDU,DELAYED,1.7833333333333334,687.18818,Morning,Noon,Noon,49,26,41,S,12,0,30.16,Partly Cloudy,21,24,L,385.33916635514015,West,Medium
4726,5,DL,DTW,EARLY,2.05,819.15406,Noon,Noon,Noon,51,27,39,W,10,0,30.13,Partly Cloudy,21,24,L,399.58734634146344,South,Medium
4727,5,AS,LAX,EARLY,6.5,3983.1165,Noon,Noon,Noon,51,27,39,W,10,0,30.13,Partly Cloudy,21,24,L,612.7871538461538,West,Medium
4728,5,9E,ORD,EARLY,2.783333333333333,1190.9116,Noon,Noon,Noon,51,27,39,W,10,0,30.13,Partly Cloudy,21,24,L,427.87243113772456,Mid West,Medium
